date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:59:37	45188/45188	---M--	200	added ('OK')	image/jpeg	date:Mon,%2017%20Jul%202017%2023:38:54%20GMT	http://iglyphic.com/themes/html/html_elevation/images/about/1.jpg	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/images/about/1.jpg	(from http://iglyphic.com/themes/html/html_elevation/about.html)
14:59:37	22419/22419	---M--	200	added ('OK')	image/jpeg	date:Mon,%2017%20Jul%202017%2023:38:54%20GMT	http://iglyphic.com/themes/html/html_elevation/images/about/3.jpg	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/images/about/3.jpg	(from http://iglyphic.com/themes/html/html_elevation/about.html)
14:59:43	90995/90995	---M--	200	added ('OK')	image/jpeg	date:Mon,%2017%20Jul%202017%2023:38:54%20GMT	http://iglyphic.com/themes/html/html_elevation/images/home/4.jpg	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/images/home/4.jpg	(from http://iglyphic.com/themes/html/html_elevation/about.html)
14:59:47	13721/13721	---M--	200	added ('OK')	image/jpeg	date:Mon,%2017%20Jul%202017%2023:38:54%20GMT	http://iglyphic.com/themes/html/html_elevation/images/home/12.jpg	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/images/home/12.jpg	(from http://iglyphic.com/themes/html/html_elevation/about.html)
14:59:47	53318/53318	---M--	200	added ('OK')	image/jpeg	date:Mon,%2017%20Jul%202017%2023:38:54%20GMT	http://iglyphic.com/themes/html/html_elevation/images/home/11.jpg	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/images/home/11.jpg	(from http://iglyphic.com/themes/html/html_elevation/about.html)
14:59:53	104988/104988	---M--	200	added ('OK')	image/jpeg	date:Mon,%2017%20Jul%202017%2023:38:54%20GMT	http://iglyphic.com/themes/html/html_elevation/images/about/4.jpg	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/images/about/4.jpg	(from http://iglyphic.com/themes/html/html_elevation/about.html)
14:59:53	102286/102286	---M--	200	added ('OK')	image/jpeg	date:Mon,%2017%20Jul%202017%2023:38:54%20GMT	http://iglyphic.com/themes/html/html_elevation/images/about/5.jpg	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/images/about/5.jpg	(from http://iglyphic.com/themes/html/html_elevation/about.html)
14:59:54	40263/40263	---M--	200	added ('OK')	image/jpeg	date:Mon,%2017%20Jul%202017%2023:38:54%20GMT	http://iglyphic.com/themes/html/html_elevation/images/home/14.jpg	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/images/home/14.jpg	(from http://iglyphic.com/themes/html/html_elevation/about.html)
14:59:55	4111/4111	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Jul%202017%2023:38:54%20GMT	http://iglyphic.com/themes/html/html_elevation/images/footer/1.png	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/images/footer/1.png	(from http://iglyphic.com/themes/html/html_elevation/about.html)
14:59:55	66702/66702	---M--	200	added ('OK')	image/jpeg	date:Mon,%2017%20Jul%202017%2023:38:54%20GMT	http://iglyphic.com/themes/html/html_elevation/images/home/13.jpg	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/images/home/13.jpg	(from http://iglyphic.com/themes/html/html_elevation/about.html)
14:59:56	18689/18689	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Jul%202017%2023:38:54%20GMT	http://iglyphic.com/themes/html/html_elevation/images/footer/3.png	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/images/footer/3.png	(from http://iglyphic.com/themes/html/html_elevation/about.html)
14:59:57	17772/17772	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Jul%202017%2023:38:54%20GMT	http://iglyphic.com/themes/html/html_elevation/images/footer/5.png	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/images/footer/5.png	(from http://iglyphic.com/themes/html/html_elevation/about.html)
14:59:58	18030/18030	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Jul%202017%2023:38:54%20GMT	http://iglyphic.com/themes/html/html_elevation/images/footer/7.png	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/images/footer/7.png	(from http://iglyphic.com/themes/html/html_elevation/about.html)
14:59:58	16921/16921	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Jul%202017%2023:38:54%20GMT	http://iglyphic.com/themes/html/html_elevation/images/footer/4.png	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/images/footer/4.png	(from http://iglyphic.com/themes/html/html_elevation/about.html)
15:00:00	20136/20136	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Jul%202017%2023:38:54%20GMT	http://iglyphic.com/themes/html/html_elevation/images/footer/6.png	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/images/footer/6.png	(from http://iglyphic.com/themes/html/html_elevation/about.html)
15:00:04	18911/18911	---M--	200	added ('OK')	application/javascript	date:Mon,%2017%20Jul%202017%2023:38:54%20GMT	http://iglyphic.com/themes/html/html_elevation/js/menuzord.js	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/js/menuzord.js	(from http://iglyphic.com/themes/html/html_elevation/about.html)
15:00:04	37045/37045	---M--	200	added ('OK')	application/javascript	date:Mon,%2017%20Jul%202017%2023:38:54%20GMT	http://iglyphic.com/themes/html/html_elevation/js/bootstrap.min.js	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/js/bootstrap.min.js	(from http://iglyphic.com/themes/html/html_elevation/about.html)
15:00:05	4729/4729	---M--	200	added ('OK')	application/javascript	date:Mon,%2017%20Jul%202017%2023:38:54%20GMT	http://iglyphic.com/themes/html/html_elevation/js/jquery.barfiller.js	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/js/jquery.barfiller.js	(from http://iglyphic.com/themes/html/html_elevation/about.html)
15:00:05	34695/34695	---M--	200	added ('OK')	application/javascript	date:Mon,%2017%20Jul%202017%2023:38:54%20GMT	http://iglyphic.com/themes/html/html_elevation/js/isotope.pkgd.min.js	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/js/isotope.pkgd.min.js	(from http://iglyphic.com/themes/html/html_elevation/about.html)
15:00:06	3697/3697	---M--	200	added ('OK')	application/javascript	date:Mon,%2017%20Jul%202017%2023:38:54%20GMT	http://iglyphic.com/themes/html/html_elevation/js/scrollIt.min.js	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/js/scrollIt.min.js	(from http://iglyphic.com/themes/html/html_elevation/about.html)
15:00:08	85578/85578	---M--	200	added ('OK')	application/javascript	date:Mon,%2017%20Jul%202017%2023:38:54%20GMT	http://iglyphic.com/themes/html/html_elevation/js/jquery-2.2.4.min.js	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/js/jquery-2.2.4.min.js	(from http://iglyphic.com/themes/html/html_elevation/about.html)
15:00:08	20216/20216	---M--	200	added ('OK')	application/javascript	date:Mon,%2017%20Jul%202017%2023:38:54%20GMT	http://iglyphic.com/themes/html/html_elevation/js/jquery.magnific-popup.min.js	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/js/jquery.magnific-popup.min.js	(from http://iglyphic.com/themes/html/html_elevation/about.html)
15:00:11	23899/23899	---M--	200	added ('OK')	application/javascript	date:Mon,%2017%20Jul%202017%2023:38:54%20GMT	http://iglyphic.com/themes/html/html_elevation/js/owl.carousel.min.js	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/js/owl.carousel.min.js	(from http://iglyphic.com/themes/html/html_elevation/about.html)
15:00:12	1770/1770	---M--	200	added ('OK')	application/javascript	date:Mon,%2017%20Jul%202017%2023:38:54%20GMT	http://iglyphic.com/themes/html/html_elevation/js/prallex.js	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/js/prallex.js	(from http://iglyphic.com/themes/html/html_elevation/about.html)
15:00:13	53651/53651	---M--	200	added ('OK')	application/javascript	date:Mon,%2017%20Jul%202017%2023:38:54%20GMT	http://iglyphic.com/themes/html/html_elevation/js/roundslider.js	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/js/roundslider.js	(from http://iglyphic.com/themes/html/html_elevation/about.html)
15:00:14	7900/7900	---M--	200	added ('OK')	application/javascript	date:Mon,%2017%20Jul%202017%2023:38:54%20GMT	http://iglyphic.com/themes/html/html_elevation/js/custom.js	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/js/custom.js	(from http://iglyphic.com/themes/html/html_elevation/about.html)
15:00:15	47097/47097	---M--	200	added ('OK')	application/javascript	date:Mon,%2017%20Jul%202017%2023:38:54%20GMT	http://iglyphic.com/themes/html/html_elevation/js/jquery.mb.YTPlayer.js	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/js/jquery.mb.YTPlayer.js	(from http://iglyphic.com/themes/html/html_elevation/about.html)
15:00:21	84265/84265	---M--	200	added ('OK')	application/javascript	date:Mon,%2017%20Jul%202017%2023:38:54%20GMT	http://iglyphic.com/themes/html/html_elevation/js/slick.js	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/js/slick.js	(from http://iglyphic.com/themes/html/html_elevation/about.html)
15:00:28	77160/77160	---M--	200	added ('OK')	font/woff2	date:Mon,%2017%20Jul%202017%2023:38:54%20GMT	http://iglyphic.com/themes/html/html_elevation/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/fonts/fontawesome-webfont3e6e.woff2	(from http://iglyphic.com/themes/html/html_elevation/css/font-awesome.min.css)
15:00:38	98024/98024	---M--	200	added ('OK')	font/woff	date:Mon,%2017%20Jul%202017%2023:38:54%20GMT	http://iglyphic.com/themes/html/html_elevation/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/fonts/fontawesome-webfont3e6e.woff	(from http://iglyphic.com/themes/html/html_elevation/css/font-awesome.min.css)
15:00:39	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2017%20Jul%202017%2023:38:54%20GMT	http://iglyphic.com/themes/html/html_elevation/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/fonts/fontawesome-webfont3e6e.eot	(from http://iglyphic.com/themes/html/html_elevation/css/font-awesome.min.css)
15:00:48	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2017%20Jul%202017%2023:38:54%20GMT	http://iglyphic.com/themes/html/html_elevation/fonts/fontawesome-webfont.eot?	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/fonts/fontawesome-webfontd41d.eot	(from http://iglyphic.com/themes/html/html_elevation/css/font-awesome.min.css)
15:00:50	444379/444379	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2017%20Jul%202017%2023:38:54%20GMT	http://iglyphic.com/themes/html/html_elevation/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/fonts/fontawesome-webfont3e6e.svg	(from http://iglyphic.com/themes/html/html_elevation/css/font-awesome.min.css)
15:01:02	67904/67904	---M--	200	added ('OK')	font/woff	date:Mon,%2017%20Jul%202017%2023:38:54%20GMT	http://iglyphic.com/themes/html/html_elevation/fonts/ionicons.woff?v=2.0.0	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/fonts/ionicons28b5.woff	(from http://iglyphic.com/themes/html/html_elevation/css/ionicons.min.css)
15:01:06	165548/165548	---M--	200	added ('OK')	font/ttf	date:Mon,%2017%20Jul%202017%2023:38:54%20GMT	http://iglyphic.com/themes/html/html_elevation/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/fonts/fontawesome-webfont3e6e.ttf	(from http://iglyphic.com/themes/html/html_elevation/css/font-awesome.min.css)
15:01:09	382/382	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Dec%202018%2009:31:08%20GMT	http://iglyphic.com/themes/html/html_elevation/fonts/glyphicons-halflings-regular.eot	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/fonts/glyphicons-halflings-regular.42.delayed	(from http://iglyphic.com/themes/html/html_elevation/css/bootstrap.min.css)
15:01:10	333834/333834	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2017%20Jul%202017%2023:38:54%20GMT	http://iglyphic.com/themes/html/html_elevation/fonts/ionicons.svg?v=2.0.0	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/fonts/ionicons28b5.svg	(from http://iglyphic.com/themes/html/html_elevation/css/ionicons.min.css)
15:01:11	382/382	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Dec%202018%2009:31:10%20GMT	http://iglyphic.com/themes/html/html_elevation/fonts/glyphicons-halflings-regular.eot?	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/fonts/glyphicons-halflings-regulard41d.eot	(from http://iglyphic.com/themes/html/html_elevation/css/bootstrap.min.css)
15:01:11	120724/120724	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2017%20Jul%202017%2023:38:54%20GMT	http://iglyphic.com/themes/html/html_elevation/fonts/ionicons.eot?v=2.0.0	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/fonts/ionicons28b5.eot	(from http://iglyphic.com/themes/html/html_elevation/css/ionicons.min.css)
15:01:12	384/384	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Dec%202018%2009:31:12%20GMT	http://iglyphic.com/themes/html/html_elevation/fonts/glyphicons-halflings-regular.woff2	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/fonts/glyphicons-halflings-regular.woff2	(from http://iglyphic.com/themes/html/html_elevation/css/bootstrap.min.css)
15:01:13	383/383	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Dec%202018%2009:31:12%20GMT	http://iglyphic.com/themes/html/html_elevation/fonts/glyphicons-halflings-regular.woff	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/fonts/glyphicons-halflings-regular.woff	(from http://iglyphic.com/themes/html/html_elevation/css/bootstrap.min.css)
15:01:13	382/382	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Dec%202018%2009:31:13%20GMT	http://iglyphic.com/themes/html/html_elevation/fonts/glyphicons-halflings-regular.ttf	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/fonts/glyphicons-halflings-regular.ttf	(from http://iglyphic.com/themes/html/html_elevation/css/bootstrap.min.css)
15:01:14	382/382	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Dec%202018%2009:31:14%20GMT	http://iglyphic.com/themes/html/html_elevation/fonts/glyphicons-halflings-regular.svg	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/fonts/glyphicons-halflings-regular.svg	(from http://iglyphic.com/themes/html/html_elevation/css/bootstrap.min.css)
15:01:15	188508/188508	---M--	200	added ('OK')	font/ttf	date:Mon,%2017%20Jul%202017%2023:38:54%20GMT	http://iglyphic.com/themes/html/html_elevation/fonts/ionicons.ttf?v=2.0.0	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/fonts/ionicons28b5.ttf	(from http://iglyphic.com/themes/html/html_elevation/css/ionicons.min.css)
15:02:10	345744/345744	---M--	200	added ('OK')	font/woff2	date:Mon,%2017%20Jul%202017%2023:38:54%20GMT	http://iglyphic.com/themes/html/html_elevation/fonts/Gabriola.woff2	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/fonts/Gabriola.woff2	(from http://iglyphic.com/themes/html/html_elevation/css/style.css)
15:03:02	10439063/10439063	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2017%20Jul%202017%2023:38:54%20GMT	http://iglyphic.com/themes/html/html_elevation/fonts/Gabriola.svg	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/fonts/Gabriola.svg	(from http://iglyphic.com/themes/html/html_elevation/css/style.css)
15:03:08	28133/28133	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Jul%202017%2023:38:54%20GMT	http://iglyphic.com/themes/html/html_elevation/images/flags.png	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/images/flags.png	(from http://iglyphic.com/themes/html/html_elevation/css/style.css)
15:04:36	662856/662856	---M--	200	added ('OK')	font/woff	date:Mon,%2017%20Jul%202017%2023:38:54%20GMT	http://iglyphic.com/themes/html/html_elevation/fonts/Gabriola.woff	C:/Users/Hailly/Desktop/demo/iglyphic.com/themes/html/html_elevation/fonts/Gabriola.woff	(from http://iglyphic.com/themes/html/html_elevation/css/style.css)
